"calf_id","breed","heifer_calf","birth_bw","study","cow_id","dam","dam_present","position","other_calves","termination_reason","event_length_s","behavior","calf_age","min_to_next_SB","allosuckling","twin","allogrooming"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Calf walks/moves away",696,"suckling_bout",12,"-","0","no","0"
8374,"SH",0,44.3,"cow-driven",2106,0,1,"S",0,"Cow walks/moves away",228,"suckling_bout",12,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",908,1,1,"-",0,"Cow kicks out/disrupts bout",191,"close_to_udder",12,"17","-","no","-"
8374,"SH",0,44.3,"cow-driven",2132,0,1,"-",0,"Calf walks/moves away",21,"close_to_udder",12,"16","-","no","-"
8374,"SH",0,44.3,"cow-driven",917,0,0,"S",1,"Calf walks/moves away",120,"suckling_bout",12,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",757,0,1,"-",0,"Cow walks/moves away",165,"close_to_udder",12,"2","-","no","-"
8374,"SH",0,44.3,"cow-driven",908,1,1,"B",0,"Cow kicks out/disrupts bout",949,"suckling_bout",12,"-","0","no","0"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Cow kicks out/disrupts bout",1000,"suckling_bout",15,"-","0","no","1"
8374,"SH",0,44.3,"cow-driven",2132,0,1,"-",0,"Cow walks/moves away",33,"close_to_udder",15,"9","-","no","-"
8374,"SH",0,44.3,"cow-driven",908,1,1,"-",0,"Calf walks/moves away",41,"close_to_udder",15,"7","-","no","-"
8374,"SH",0,44.3,"cow-driven",757,0,0,"S",1,"Other",542,"suckling_bout",15,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",917,0,0,"S",1,"Calf walks/moves away",448,"suckling_bout",15,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",2106,0,0,"S",1,"Cow walks/moves away",738,"suckling_bout",15,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",603,0,0,"-",0,"Calf walks/moves away",131,"close_to_udder",15,"144","-","no","-"
8374,"SH",0,44.3,"cow-driven",2082,0,0,"-",0,"Cow kicks out/disrupts bout",37,"close_to_udder",15,"142","-","no","-"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Calf walks/moves away",831,"suckling_bout",15,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"-",0,"Calf walks/moves away",27,"close_to_udder",3,"164","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"S",0,"Calf walks/moves away",509,"suckling_bout",3,"-","0","no","1"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Calf walks/moves away",449,"suckling_bout",3,"-","0","no","1"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"-",0,"Calf walks/moves away",35,"close_to_udder",3,"264","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"S",0,"Calf walks/moves away",447,"suckling_bout",3,"-","0","no","1"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"-",0,"Calf walks/moves away",55,"close_to_udder",3,"-","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Calf walks/moves away",772,"suckling_bout",6,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Calf walks/moves away",610,"suckling_bout",6,"-","0","no","1"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"-",0,"Cow kicks out/disrupts bout",87,"close_to_udder",6,"173","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Calf walks/moves away",682,"suckling_bout",6,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Calf walks/moves away",665,"suckling_bout",6,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"B",0,"Calf walks/moves away",649,"suckling_bout",9,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",715,0,0,"-",0,"Cow kicks out/disrupts bout",114,"close_to_udder",9,"188","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Cow kicks out/disrupts bout",1071,"suckling_bout",9,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"-",0,"Calf walks/moves away",65,"close_to_udder",9,"114","-","no","-"
8377,"SR",0,33.1,"cow-driven",891,0,0,"-",1,"Cow kicks out/disrupts bout",87,"close_to_udder",9,"12","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Calf walks/moves away",885,"suckling_bout",9,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",504,0,0,"B",0,"Calf walks/moves away",1176,"suckling_bout",12,"-","1","no","0"
8377,"SR",0,33.1,"cow-driven",504,0,1,"-",0,"Calf walks/moves away",21,"close_to_udder",12,"0","-","no","-"
8377,"SR",0,33.1,"cow-driven",2082,1,1,"R",0,"Other",961,"suckling_bout",12,"-","0","no","0"
8377,"SR",0,33.1,"cow-driven",2106,0,0,"S",1,"Cow kicks out/disrupts bout",994,"suckling_bout",12,"-","1","no","0"
8377,"SR",0,33.1,"cow-driven",908,0,1,"-",1,"Calf walks/moves away",69,"close_to_udder",15,"416","-","no","-"
8377,"SR",0,33.1,"cow-driven",757,0,0,"B",1,"Cow walks/moves away",980,"suckling_bout",15,"-","1","no","0"
8377,"SR",0,33.1,"cow-driven",715,0,0,"S",1,"Cow walks/moves away",523,"suckling_bout",15,"-","1","no","0"
8377,"SR",0,33.1,"cow-driven",504,0,0,"S",1,"Calf walks/moves away",852,"suckling_bout",15,"-","1","no","0"
8378,"SR",0,37.3,"cow-driven",908,0,0,"-",0,"Cow walks/moves away",17,"close_to_udder",3,"339","-","no","-"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"S",0,"Calf walks/moves away",826,"suckling_bout",3,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"-",0,"Calf walks/moves away",87,"close_to_udder",3,"143","-","no","-"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",363,"suckling_bout",3,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",407,"suckling_bout",3,"-","0","no","1"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",387,"suckling_bout",6,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",302,"suckling_bout",6,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",462,"suckling_bout",6,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",287,"suckling_bout",6,"-","0","no","1"
8378,"SR",0,37.3,"cow-driven",866,0,0,"-",0,"Calf walks/moves away",30,"close_to_udder",6,"130","-","no","-"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",376,"suckling_bout",6,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",464,"suckling_bout",9,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",597,"suckling_bout",9,"-","0","no","1"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",448,"suckling_bout",9,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"-",0,"Cow walks/moves away",48,"close_to_udder",12,"151","-","no","-"
8378,"SR",0,37.3,"cow-driven",2114,0,1,"-",0,"Other",60,"close_to_udder",12,"117","-","no","-"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Cow walks/moves away",469,"suckling_bout",12,"-","0","no","0"
8378,"SR",0,37.3,"cow-driven",2114,0,1,"S",0,"Calf walks/moves away",1017,"suckling_bout",12,"-","1","no","0"
8378,"SR",0,37.3,"cow-driven",2114,0,0,"B",1,"Cow walks/moves away",639,"suckling_bout",15,"-","1","no","0"
8378,"SR",0,37.3,"cow-driven",2139,0,1,"-",1,"Cow kicks out/disrupts bout",62,"close_to_udder",15,"11","-","no","-"
8378,"SR",0,37.3,"cow-driven",2130,0,0,"S",1,"Calf walks/moves away",736,"suckling_bout",15,"-","1","no","0"
8378,"SR",0,37.3,"cow-driven",2114,0,0,"R",1,"Cow walks/moves away",132,"suckling_bout",15,"-","1","no","0"
8378,"SR",0,37.3,"cow-driven",2130,0,0,"-",0,"Cow walks/moves away",47,"close_to_udder",15,"140","-","no","-"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"-",0,"Calf walks/moves away",86,"close_to_udder",15,"94","-","no","-"
8378,"SR",0,37.3,"cow-driven",2140,1,1,"R",0,"Calf walks/moves away",671,"suckling_bout",15,"-","0","no","1"
8378,"SR",0,37.3,"cow-driven",2114,0,1,"B",1,"Cow kicks out/disrupts bout",338,"suckling_bout",15,"-","1","no","0"
8378,"SR",0,37.3,"cow-driven",2139,0,1,"-",1,"Calf walks/moves away",54,"close_to_udder",15,"-","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",808,"suckling_bout",3,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",1100,"suckling_bout",3,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",587,"suckling_bout",3,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"-",0,"Calf walks/moves away",79,"close_to_udder",3,"371","-","no","-"
2705,"SH",1,37.5,"calf-driven",803,0,1,"-",0,"Calf walks/moves away",102,"close_to_udder",3,"274","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",956,"suckling_bout",3,"-","0","no","1"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"-",0,"Calf walks/moves away",66,"close_to_udder",6,"1","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",835,"suckling_bout",6,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",820,"suckling_bout",6,"-","0","no","1"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",866,"suckling_bout",6,"-","0","no","1"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"-",0,"Calf walks/moves away",60,"close_to_udder",6,"-","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"-",0,"Calf walks/moves away",57,"close_to_udder",6,"-","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"-",0,"Calf walks/moves away",64,"close_to_udder",9,"1","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"S",0,"Calf walks/moves away",588,"suckling_bout",9,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"-",0,"Calf walks/moves away",92,"close_to_udder",9,"62","-","no","-"
2705,"SH",1,37.5,"calf-driven",2341,0,1,"S",1,"Cow kicks out/disrupts bout",550,"suckling_bout",9,"-","1","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",817,"suckling_bout",9,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",622,"suckling_bout",12,"-","0","no","0"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",626,"suckling_bout",12,"-","0","no","1"
2705,"SH",1,37.5,"calf-driven",2045,0,1,"-",1,"Calf walks/moves away",145,"close_to_udder",12,"65","-","no","-"
2705,"SH",1,37.5,"calf-driven",2348,1,1,"R",0,"Calf walks/moves away",620,"suckling_bout",12,"-","0","no","0"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",894,"suckling_bout",3,"-","0","no","1"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",915,"suckling_bout",3,"-","0","no","0"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",631,"suckling_bout",3,"-","0","no","0"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",970,"suckling_bout",3,"-","0","no","1"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",1080,"suckling_bout",6,"-","0","no","0"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"S",0,"Calf walks/moves away",1214,"suckling_bout",6,"-","0","no","0"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",1002,"suckling_bout",6,"-","0","no","1"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",1865,"suckling_bout",9,"-","0","no","1"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",1185,"suckling_bout",9,"-","0","no","0"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",1586,"suckling_bout",12,"-","0","no","1"
2706,"SR",1,39.5,"calf-driven",2341,1,1,"R",0,"Calf walks/moves away",1338,"suckling_bout",12,"-","0","no","1"
2707,"SR",1,38,"calf-driven",2337,1,1,"-",0,"Calf walks/moves away",800,"close_to_udder",3,"40","-","no","-"
2707,"SR",1,38,"calf-driven",2357,0,1,"-",0,"Cow kicks out/disrupts bout",19,"close_to_udder",3,"4","-","no","-"
2707,"SR",1,38,"calf-driven",2337,1,1,"B",0,"Calf walks/moves away",771,"suckling_bout",3,"-","0","no","1"
2707,"SR",1,38,"calf-driven",2337,1,1,"B",0,"Calf walks/moves away",615,"suckling_bout",3,"-","0","no","1"
2707,"SR",1,38,"calf-driven",2337,1,1,"R",0,"Other",366,"suckling_bout",3,"-","0","no","1"
2707,"SR",1,38,"calf-driven",2198,0,1,"-",0,"Cow kicks out/disrupts bout",94,"close_to_udder",6,"2","-","no","-"
2707,"SR",1,38,"calf-driven",2337,1,1,"R",0,"Calf walks/moves away",698,"suckling_bout",6,"-","0","no","0"
2707,"SR",1,38,"calf-driven",2337,1,1,"R",0,"Calf walks/moves away",957,"suckling_bout",6,"-","0","no","1"
2707,"SR",1,38,"calf-driven",2210,0,1,"S",0,"Cow walks/moves away",445,"suckling_bout",9,"-","1","no","0"
2707,"SR",1,38,"calf-driven",2019,0,1,"-",0,"Calf walks/moves away",37,"close_to_udder",9,"7","-","no","-"
2707,"SR",1,38,"calf-driven",2337,1,1,"R",0,"Calf walks/moves away",657,"suckling_bout",9,"-","0","no","0"
2707,"SR",1,38,"calf-driven",2198,0,0,"-",1,"Calf walks/moves away",87,"close_to_udder",9,"5","-","no","-"
2707,"SR",1,38,"calf-driven",805,0,0,"-",1,"Calf walks/moves away",32,"close_to_udder",9,"4","-","no","-"
2707,"SR",1,38,"calf-driven",750,0,0,"-",1,"Other",62,"close_to_udder",9,"2","-","no","-"
2707,"SR",1,38,"calf-driven",2045,0,0,"B",0,"Cow walks/moves away",67,"suckling_bout",9,"-","1","no","0"
2707,"SR",1,38,"calf-driven",750,0,1,"-",1,"Cow kicks out/disrupts bout",27,"close_to_udder",9,"1","-","no","-"
2707,"SR",1,38,"calf-driven",2210,0,1,"-",0,"Cow walks/moves away",16,"close_to_udder",9,"0","-","no","-"
2707,"SR",1,38,"calf-driven",750,0,1,"S",1,"Other",260,"suckling_bout",9,"-","1","no","0"
2707,"SR",1,38,"calf-driven",805,0,1,"-",0,"Calf walks/moves away",17,"close_to_udder",9,"130","-","no","-"
2707,"SR",1,38,"calf-driven",2183,0,1,"-",1,"Calf walks/moves away",45,"close_to_udder",9,"129","-","no","-"
2707,"SR",1,38,"calf-driven",2337,1,1,"R",0,"Calf walks/moves away",690,"suckling_bout",9,"-","0","no","1"
2707,"SR",1,38,"calf-driven",2341,0,1,"B",1,"Cow kicks out/disrupts bout",351,"suckling_bout",12,"-","1","no","0"
2707,"SR",1,38,"calf-driven",2183,0,1,"-",0,"Cow walks/moves away",263,"close_to_udder",12,"1","-","no","-"
2707,"SR",1,38,"calf-driven",2334,0,1,"S",0,"Cow walks/moves away",470,"suckling_bout",12,"-","1","no","0"
2707,"SR",1,38,"calf-driven",2346,0,1,"B",1,"Other",569,"suckling_bout",12,"-","1","no","0"
2707,"SR",1,38,"calf-driven",2337,1,1,"R",0,"Calf walks/moves away",601,"suckling_bout",12,"-","0","no","0"
2707,"SR",1,38,"calf-driven",2341,0,1,"-",0,"Calf walks/moves away",37,"close_to_udder",12,"7","-","no","-"
2707,"SR",1,38,"calf-driven",2198,0,1,"-",0,"Cow walks/moves away",131,"close_to_udder",12,"4","-","no","-"
2707,"SR",1,38,"calf-driven",806,0,1,"B",0,"Calf walks/moves away",534,"suckling_bout",12,"-","1","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",508,"suckling_bout",3,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",369,"suckling_bout",3,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",23,"close_to_udder",3,"231","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",23,"close_to_udder",3,"226","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",20,"close_to_udder",3,"4","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",467,"suckling_bout",3,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",63,"close_to_udder",3,"246","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",162,"suckling_bout",3,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",1134,"suckling_bout",3,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",259,"suckling_bout",3,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",64,"close_to_udder",3,"-","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Cow walks/moves away",153,"close_to_udder",3,"-","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",323,"suckling_bout",6,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",480,"suckling_bout",6,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Cow walks/moves away",350,"suckling_bout",6,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2019,0,1,"-",1,"Calf walks/moves away",16,"close_to_udder",6,"132","-","no","-"
2709,"SH",1,33.1,"calf-driven",2019,0,1,"-",0,"Cow walks/moves away",92,"close_to_udder",6,"28","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",437,"suckling_bout",6,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",620,"suckling_bout",6,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",356,"suckling_bout",6,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",1001,"suckling_bout",9,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",27,"close_to_udder",9,"2","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",238,"suckling_bout",9,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",485,"suckling_bout",9,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"S",0,"Calf walks/moves away",384,"suckling_bout",9,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",29,"close_to_udder",9,"118","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"S",0,"Calf walks/moves away",506,"suckling_bout",9,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",19,"close_to_udder",9,"16","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",189,"close_to_udder",9,"8","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",146,"suckling_bout",9,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",392,"suckling_bout",9,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",75,"close_to_udder",12,"75","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"S",0,"Calf walks/moves away",1293,"suckling_bout",12,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",569,"suckling_bout",12,"-","0","no","0"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"-",0,"Calf walks/moves away",66,"close_to_udder",12,"205","-","no","-"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",614,"suckling_bout",12,"-","0","no","1"
2709,"SH",1,33.1,"calf-driven",2334,1,1,"R",0,"Calf walks/moves away",885,"suckling_bout",12,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",587,"suckling_bout",3,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Calf walks/moves away",33,"close_to_udder",3,"1","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"S",0,"Calf walks/moves away",410,"suckling_bout",3,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Calf walks/moves away",143,"close_to_udder",3,"129","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Calf walks/moves away",52,"close_to_udder",3,"10","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",359,"suckling_bout",3,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",560,"suckling_bout",3,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2045,0,1,"-",0,"Cow kicks out/disrupts bout",106,"close_to_udder",3,"-","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"S",0,"Cow walks/moves away",1194,"suckling_bout",6,"-","0","no","1"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Calf walks/moves away",190,"close_to_udder",6,"112","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Calf walks/moves away",19,"close_to_udder",6,"111","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Calf walks/moves away",54,"close_to_udder",6,"7","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",348,"suckling_bout",6,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",583,"suckling_bout",6,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",638,"suckling_bout",6,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",641,"suckling_bout",9,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",580,"suckling_bout",9,"-","0","no","1"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",609,"suckling_bout",9,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",1005,"suckling_bout",9,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",668,"suckling_bout",12,"-","0","no","1"
2711,"SH",1,37,"calf-driven",2019,1,1,"S",0,"Calf walks/moves away",535,"suckling_bout",12,"-","0","no","1"
2711,"SH",1,37,"calf-driven",2019,1,1,"S",0,"Calf walks/moves away",670,"suckling_bout",12,"-","0","no","1"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",550,"suckling_bout",12,"-","0","no","0"
2711,"SH",1,37,"calf-driven",2019,1,1,"-",0,"Cow walks/moves away",220,"close_to_udder",12,"131","-","no","-"
2711,"SH",1,37,"calf-driven",2019,1,1,"R",0,"Calf walks/moves away",664,"suckling_bout",12,"-","0","no","1"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Calf walks/moves away",645,"suckling_bout",3,"-","0","no","0"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Cow walks/moves away",884,"suckling_bout",3,"-","0","no","1"
2712,"SR",1,44,"calf-driven",2341,0,1,"S",0,"Cow kicks out/disrupts bout",419,"suckling_bout",3,"-","1","no","0"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Calf walks/moves away",555,"suckling_bout",3,"-","0","no","0"
2712,"SR",1,44,"calf-driven",2341,0,1,"-",0,"Calf walks/moves away",34,"close_to_udder",6,"112","-","no","-"
2712,"SR",1,44,"calf-driven",2334,0,1,"-",0,"Cow walks/moves away",447,"close_to_udder",6,"38","-","no","-"
2712,"SR",1,44,"calf-driven",2347,0,1,"S",1,"Cow walks/moves away",304,"suckling_bout",6,"-","1","no","0"
2712,"SR",1,44,"calf-driven",806,0,1,"-",1,"Calf walks/moves away",44,"close_to_udder",6,"87","-","no","-"
2712,"SR",1,44,"calf-driven",2019,0,1,"-",1,"Calf walks/moves away",129,"close_to_udder",6,"23","-","no","-"
2712,"SR",1,44,"calf-driven",805,1,1,"-",0,"Calf walks/moves away",95,"close_to_udder",6,"22","-","no","-"
2712,"SR",1,44,"calf-driven",2019,0,1,"-",1,"Calf walks/moves away",189,"close_to_udder",6,"18","-","no","-"
2712,"SR",1,44,"calf-driven",805,1,1,"-",0,"Calf walks/moves away",113,"close_to_udder",6,"16","-","no","-"
2712,"SR",1,44,"calf-driven",2019,0,1,"-",1,"Calf walks/moves away",47,"close_to_udder",6,"14","-","no","-"
2712,"SR",1,44,"calf-driven",2341,0,1,"R",1,"Cow walks/moves away",1158,"suckling_bout",6,"-","1","no","0"
2712,"SR",1,44,"calf-driven",2341,0,1,"S",0,"Calf walks/moves away",617,"suckling_bout",6,"-","1","no","0"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Calf walks/moves away",1137,"suckling_bout",6,"-","0","no","1"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Calf walks/moves away",975,"suckling_bout",9,"-","0","no","0"
2712,"SR",1,44,"calf-driven",2334,0,1,"S",1,"Cow walks/moves away",569,"suckling_bout",9,"-","1","no","0"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Other",902,"suckling_bout",9,"-","0","no","1"
2712,"SR",1,44,"calf-driven",2334,0,1,"S",0,"Other",73,"suckling_bout",9,"-","1","no","0"
2712,"SR",1,44,"calf-driven",2362,0,1,"-",0,"Calf walks/moves away",19,"close_to_udder",9,"48","-","no","-"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Calf walks/moves away",813,"suckling_bout",9,"-","0","no","0"
2712,"SR",1,44,"calf-driven",2334,0,1,"-",1,"Calf walks/moves away",37,"close_to_udder",12,"2","-","no","-"
2712,"SR",1,44,"calf-driven",805,1,1,"R",0,"Cow walks/moves away",1209,"suckling_bout",12,"-","0","no","0"
2712,"SR",1,44,"calf-driven",750,0,1,"S",1,"Calf walks/moves away",355,"suckling_bout",12,"-","1","no","0"
