"calf_id","breed","heifer_calf","birth_bw","study","cow_id","dam","dam_present","position","other_calves","termination_reason","event_length_s","behavior","calf_age","min_to_next_SB","allosuckling","twin","allogrooming"
2484,"SH",1,32.7,"cow-driven",757,0,1,"S",1,"Cow kicks out/disrupts bout",321,"suckling_bout",15,"-","1","no","0"
2484,"SH",1,32.7,"cow-driven",2139,1,1,"R",0,"Calf walks/moves away",767,"suckling_bout",15,"-","0","no","0"
2484,"SH",1,32.7,"cow-driven",2082,0,1,"B",0,"Calf walks/moves away",168,"suckling_bout",15,"-","1","no","0"
2484,"SH",1,32.7,"cow-driven",891,0,1,"-",1,"Cow kicks out/disrupts bout",27,"close_to_udder",15,"109","-","no","-"
2484,"SH",1,32.7,"cow-driven",2082,0,1,"-",0,"Cow kicks out/disrupts bout",48,"close_to_udder",15,"105","-","no","-"
2484,"SH",1,32.7,"cow-driven",2139,1,1,"S",0,"Calf walks/moves away",627,"suckling_bout",15,"-","0","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",535,"suckling_bout",3,"-","0","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",474,"suckling_bout",3,"-","0","no","0"
2487,"SR",1,38,"cow-driven",715,0,1,"S",0,"Calf walks/moves away",568,"suckling_bout",3,"-","1","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"-",0,"Cow kicks out/disrupts bout",78,"close_to_udder",3,"281","-","no","-"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",967,"suckling_bout",3,"-","0","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"-",0,"Cow walks/moves away",91,"close_to_udder",3,"410","-","no","-"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Cow walks/moves away",741,"suckling_bout",3,"-","0","no","1"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",972,"suckling_bout",6,"-","0","no","1"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Cow kicks out/disrupts bout",806,"suckling_bout",6,"-","0","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Cow walks/moves away",810,"suckling_bout",6,"-","0","no","1"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",1016,"suckling_bout",6,"-","0","no","1"
2487,"SR",1,38,"cow-driven",866,1,1,"S",0,"Cow walks/moves away",1149,"suckling_bout",9,"-","0","no","0"
2487,"SR",1,38,"cow-driven",917,0,0,"B",0,"Cow walks/moves away",562,"suckling_bout",9,"-","1","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"S",0,"Calf walks/moves away",1190,"suckling_bout",9,"-","0","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"-",0,"Cow kicks out/disrupts bout",24,"close_to_udder",9,"-","-","no","-"
2487,"SR",1,38,"cow-driven",866,1,1,"B",0,"Cow walks/moves away",1660,"suckling_bout",12,"-","0","no","0"
2487,"SR",1,38,"cow-driven",2139,0,0,"-",0,"Cow kicks out/disrupts bout",76,"close_to_udder",12,"1","-","no","-"
2487,"SR",1,38,"cow-driven",2132,0,0,"-",0,"Cow walks/moves away",19,"close_to_udder",12,"1","-","no","-"
2487,"SR",1,38,"cow-driven",2106,0,0,"B",1,"Calf walks/moves away",1955,"suckling_bout",12,"-","1","no","0"
2487,"SR",1,38,"cow-driven",2122,0,0,"-",0,"Cow walks/moves away",24,"close_to_udder",12,"5","-","no","-"
2487,"SR",1,38,"cow-driven",917,0,0,"S",1,"Calf walks/moves away",639,"suckling_bout",12,"-","1","no","0"
2487,"SR",1,38,"cow-driven",2127,0,0,"B",1,"Cow kicks out/disrupts bout",509,"suckling_bout",12,"-","1","no","0"
2487,"SR",1,38,"cow-driven",2114,0,0,"S",1,"Calf walks/moves away",627,"suckling_bout",12,"-","1","no","0"
2487,"SR",1,38,"cow-driven",917,0,0,"-",0,"Cow walks/moves away",26,"close_to_udder",12,"0","-","no","-"
2487,"SR",1,38,"cow-driven",2114,0,0,"S",1,"Other",340,"suckling_bout",12,"-","1","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"-",0,"Calf walks/moves away",32,"close_to_udder",12,"4","-","no","-"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",1113,"suckling_bout",12,"-","0","no","1"
2487,"SR",1,38,"cow-driven",603,0,0,"S",1,"Cow walks/moves away",259,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",908,0,0,"-",0,"Cow walks/moves away",41,"close_to_udder",15,"5","-","no","-"
2487,"SR",1,38,"cow-driven",757,0,0,"S",1,"Calf walks/moves away",529,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",2127,0,0,"S",1,"Cow walks/moves away",416,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",917,0,0,"-",1,"Calf walks/moves away",26,"close_to_udder",15,"362","-","no","-"
2487,"SR",1,38,"cow-driven",2139,0,0,"-",1,"Cow kicks out/disrupts bout",32,"close_to_udder",15,"361","-","no","-"
2487,"SR",1,38,"cow-driven",603,0,0,"-",1,"Cow kicks out/disrupts bout",30,"close_to_udder",15,"12","-","no","-"
2487,"SR",1,38,"cow-driven",715,0,0,"S",1,"Cow walks/moves away",490,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",917,0,1,"S",0,"Cow walks/moves away",155,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",891,0,0,"S",1,"Cow kicks out/disrupts bout",443,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",2082,0,0,"-",0,"Cow kicks out/disrupts bout",71,"close_to_udder",15,"7","-","no","-"
2487,"SR",1,38,"cow-driven",603,0,0,"-",0,"Calf walks/moves away",48,"close_to_udder",15,"6","-","no","-"
2487,"SR",1,38,"cow-driven",2082,0,0,"-",0,"Cow walks/moves away",34,"close_to_udder",15,"5","-","no","-"
2487,"SR",1,38,"cow-driven",2139,0,0,"B",0,"Cow walks/moves away",185,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",504,0,0,"-",1,"Calf walks/moves away",54,"close_to_udder",15,"71","-","no","-"
2487,"SR",1,38,"cow-driven",2114,0,0,"S",1,"Calf walks/moves away",528,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",2139,0,0,"-",1,"Cow kicks out/disrupts bout",40,"close_to_udder",15,"0","-","no","-"
2487,"SR",1,38,"cow-driven",2114,0,0,"S",1,"Other",263,"suckling_bout",15,"-","1","no","0"
2487,"SR",1,38,"cow-driven",866,1,1,"R",0,"Calf walks/moves away",973,"suckling_bout",15,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",322,"suckling_bout",3,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",459,"suckling_bout",3,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",579,"suckling_bout",3,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"-",0,"Calf walks/moves away",61,"close_to_udder",3,"281","-","no","-"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",434,"suckling_bout",3,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",447,"suckling_bout",3,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",439,"suckling_bout",6,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",403,"suckling_bout",6,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"S",0,"Calf walks/moves away",512,"suckling_bout",6,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",510,"suckling_bout",6,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",817,"suckling_bout",9,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",626,"suckling_bout",9,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",829,"suckling_bout",9,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",846,"suckling_bout",9,"-","0","no","1"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Cow walks/moves away",1296,"suckling_bout",12,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",863,"suckling_bout",12,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",895,"suckling_bout",12,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",669,"suckling_bout",15,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",543,"suckling_bout",15,"-","0","no","0"
2490,"SR",1,43.2,"cow-driven",2132,1,1,"R",0,"Calf walks/moves away",668,"suckling_bout",15,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Calf walks/moves away",448,"suckling_bout",3,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"-",0,"Calf walks/moves away",23,"close_to_udder",3,"185","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"-",0,"Calf walks/moves away",61,"close_to_udder",3,"181","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Cow walks/moves away",1169,"suckling_bout",3,"-","0","no","1"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"-",0,"Calf walks/moves away",74,"close_to_udder",3,"266","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Cow kicks out/disrupts bout",447,"suckling_bout",3,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Calf walks/moves away",658,"suckling_bout",3,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",2122,0,1,"-",0,"Calf walks/moves away",16,"close_to_udder",3,"-","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Cow kicks out/disrupts bout",168,"suckling_bout",6,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",504,0,1,"-",1,"Calf walks/moves away",74,"close_to_udder",6,"236","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"B",0,"Calf walks/moves away",754,"suckling_bout",6,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"B",0,"Cow walks/moves away",546,"suckling_bout",6,"-","0","no","1"
2492,"SR",1,23.4,"cow-driven",866,0,0,"-",0,"Cow kicks out/disrupts bout",110,"close_to_udder",6,"-","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Cow walks/moves away",470,"suckling_bout",9,"-","0","no","0"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"R",0,"Cow walks/moves away",571,"suckling_bout",9,"-","0","no","1"
2492,"SR",1,23.4,"cow-driven",908,0,0,"-",1,"Cow kicks out/disrupts bout",69,"close_to_udder",9,"1","-","no","-"
2492,"SR",1,23.4,"cow-driven",908,0,0,"S",1,"Calf walks/moves away",894,"suckling_bout",9,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2082,0,1,"-",0,"Calf walks/moves away",23,"close_to_udder",12,"2","-","no","-"
2492,"SR",1,23.4,"cow-driven",2106,0,1,"B",1,"Calf walks/moves away",612,"suckling_bout",12,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2082,0,0,"S",1,"Cow walks/moves away",518,"suckling_bout",12,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2106,0,1,"S",0,"Other",449,"suckling_bout",12,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2106,0,0,"-",1,"Calf walks/moves away",58,"close_to_udder",12,"414","-","no","-"
2492,"SR",1,23.4,"cow-driven",2114,0,0,"S",1,"Cow walks/moves away",963,"suckling_bout",12,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2106,0,1,"B",1,"Calf walks/moves away",411,"suckling_bout",12,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",908,0,1,"S",1,"Cow kicks out/disrupts bout",573,"suckling_bout",15,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2114,0,0,"B",0,"Cow kicks out/disrupts bout",827,"suckling_bout",15,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2139,0,0,"-",1,"Calf walks/moves away",37,"close_to_udder",15,"3","-","no","-"
2492,"SR",1,23.4,"cow-driven",2127,0,0,"S",1,"Calf walks/moves away",435,"suckling_bout",15,"-","1","no","0"
2492,"SR",1,23.4,"cow-driven",2114,0,0,"-",0,"Cow kicks out/disrupts bout",44,"close_to_udder",15,"72","-","no","-"
2492,"SR",1,23.4,"cow-driven",2126,1,1,"-",0,"Calf walks/moves away",39,"close_to_udder",15,"51","-","no","-"
2492,"SR",1,23.4,"cow-driven",2130,0,1,"S",1,"Cow walks/moves away",932,"suckling_bout",15,"-","1","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"S",1,"Calf walks/moves away",419,"suckling_bout",3,"-","0","no","1"
8364,"SR",0,38,"cow-driven",603,1,1,"-",0,"Calf walks/moves away",38,"close_to_udder",3,"6","-","no","-"
8364,"SR",0,38,"cow-driven",603,1,1,"R",0,"Calf walks/moves away",704,"suckling_bout",3,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"S",0,"Other",651,"suckling_bout",3,"-","0","no","0"
8364,"SR",0,38,"cow-driven",2124,0,1,"-",0,"Calf walks/moves away",42,"close_to_udder",3,"-","-","no","-"
8364,"SR",0,38,"cow-driven",603,1,1,"S",0,"Calf walks/moves away",786,"suckling_bout",6,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"R",0,"Calf walks/moves away",669,"suckling_bout",6,"-","0","no","1"
8364,"SR",0,38,"cow-driven",603,1,1,"-",0,"Calf walks/moves away",738,"suckling_bout",9,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"S",0,"Calf walks/moves away",559,"suckling_bout",9,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"B",0,"Calf walks/moves away",676,"suckling_bout",12,"-","0","no","1"
8364,"SR",0,38,"cow-driven",603,1,1,"-",0,"Calf walks/moves away",69,"close_to_udder",12,"277","-","no","-"
8364,"SR",0,38,"cow-driven",603,1,1,"S",0,"Other",915,"suckling_bout",12,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"-",0,"Calf walks/moves away",37,"close_to_udder",12,"2","-","no","-"
8364,"SR",0,38,"cow-driven",603,1,1,"B",0,"Cow kicks out/disrupts bout",479,"suckling_bout",12,"-","0","no","1"
8364,"SR",0,38,"cow-driven",603,1,1,"B",0,"Calf walks/moves away",384,"suckling_bout",15,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"B",0,"Calf walks/moves away",407,"suckling_bout",15,"-","0","no","0"
8364,"SR",0,38,"cow-driven",603,1,1,"B",0,"Calf walks/moves away",512,"suckling_bout",15,"-","0","no","0"
8364,"SR",0,38,"cow-driven",2114,0,1,"-",0,"Calf walks/moves away",26,"close_to_udder",15,"-","-","no","-"
8366,"SH",0,53.7,"cow-driven",757,1,1,"R",0,"Cow walks/moves away",805,"suckling_bout",3,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"S",0,"Other",800,"suckling_bout",3,"-","0","no","1"
8366,"SH",0,53.7,"cow-driven",757,1,1,"S",0,"Calf walks/moves away",646,"suckling_bout",3,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"R",0,"Calf walks/moves away",289,"suckling_bout",6,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"S",0,"Other",468,"suckling_bout",6,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"R",0,"Cow kicks out/disrupts bout",579,"suckling_bout",6,"-","0","no","1"
8366,"SH",0,53.7,"cow-driven",757,1,1,"-",0,"Calf walks/moves away",448,"close_to_udder",9,"69","-","no","-"
8366,"SH",0,53.7,"cow-driven",757,1,1,"S",0,"Calf walks/moves away",725,"suckling_bout",9,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"R",0,"Calf walks/moves away",863,"suckling_bout",12,"-","0","no","1"
8366,"SH",0,53.7,"cow-driven",757,1,1,"R",0,"Calf walks/moves away",491,"suckling_bout",12,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"R",0,"Calf walks/moves away",423,"suckling_bout",15,"-","0","no","0"
8366,"SH",0,53.7,"cow-driven",2127,0,1,"R",1,"Other",322,"suckling_bout",15,"-","1","no","0"
8366,"SH",0,53.7,"cow-driven",757,1,1,"S",0,"Calf walks/moves away",656,"suckling_bout",15,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"S",0,"Calf walks/moves away",709,"suckling_bout",3,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2114,0,0,"-",0,"Cow kicks out/disrupts bout",27,"close_to_udder",3,"8","-","no","-"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"B",0,"Calf walks/moves away",486,"suckling_bout",3,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",430,"suckling_bout",3,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",574,"suckling_bout",3,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",324,"suckling_bout",3,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",696,"suckling_bout",3,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",866,0,1,"S",1,"Calf walks/moves away",426,"suckling_bout",6,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",504,0,0,"B",1,"Calf walks/moves away",555,"suckling_bout",6,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",891,0,0,"S",1,"Cow walks/moves away",258,"suckling_bout",6,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"-",0,"Calf walks/moves away",30,"close_to_udder",6,"8","-","no","-"
8369,"SH",0,43.5,"cow-driven",2122,0,1,"-",1,"Cow kicks out/disrupts bout",28,"close_to_udder",6,"7","-","no","-"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",421,"suckling_bout",6,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",757,0,0,"B",1,"Calf walks/moves away",236,"suckling_bout",6,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",866,0,0,"-",1,"Calf walks/moves away",238,"close_to_udder",6,"97","-","no","-"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",345,"suckling_bout",6,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2114,0,1,"-",1,"Calf walks/moves away",22,"close_to_udder",6,"-","-","no","-"
8369,"SH",0,43.5,"cow-driven",715,0,0,"S",1,"Calf walks/moves away",498,"suckling_bout",9,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",715,0,0,"S",1,"Calf walks/moves away",531,"suckling_bout",9,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",715,0,0,"-",1,"Calf walks/moves away",56,"close_to_udder",9,"77","-","no","-"
8369,"SH",0,43.5,"cow-driven",2140,0,0,"S",1,"Calf walks/moves away",474,"suckling_bout",9,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"-",0,"Calf walks/moves away",56,"close_to_udder",9,"2","-","no","-"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"S",1,"Calf walks/moves away",326,"suckling_bout",9,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",866,0,0,"-",1,"Calf walks/moves away",37,"close_to_udder",9,"64","-","no","-"
8369,"SH",0,43.5,"cow-driven",2106,0,0,"-",0,"Cow walks/moves away",22,"close_to_udder",9,"62","-","no","-"
8369,"SH",0,43.5,"cow-driven",866,0,0,"-",1,"Calf walks/moves away",23,"close_to_udder",9,"62","-","no","-"
8369,"SH",0,43.5,"cow-driven",715,0,0,"-",0,"Calf walks/moves away",54,"close_to_udder",9,"19","-","no","-"
8369,"SH",0,43.5,"cow-driven",504,0,0,"S",1,"Calf walks/moves away",486,"suckling_bout",9,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",2132,0,0,"-",1,"Calf walks/moves away",68,"close_to_udder",9,"-","-","no","-"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"B",0,"Cow walks/moves away",842,"suckling_bout",12,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",609,"suckling_bout",12,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",692,"suckling_bout",12,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",1049,"suckling_bout",12,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",504,0,1,"B",1,"Calf walks/moves away",311,"suckling_bout",15,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",426,"suckling_bout",15,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"R",0,"Calf walks/moves away",663,"suckling_bout",15,"-","0","no","0"
8369,"SH",0,43.5,"cow-driven",603,0,0,"S",1,"Calf walks/moves away",539,"suckling_bout",15,"-","1","no","0"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"S",0,"Calf walks/moves away",705,"suckling_bout",15,"-","0","no","1"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"-",0,"Calf walks/moves away",18,"close_to_udder",15,"4","-","no","-"
8369,"SH",0,43.5,"cow-driven",2127,1,1,"S",0,"Calf walks/moves away",800,"suckling_bout",15,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",609,"suckling_bout",3,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"-",0,"Calf walks/moves away",30,"close_to_udder",3,"580","-","no","-"
8371,"SH",0,36.5,"cow-driven",757,0,0,"S",1,"Other",651,"suckling_bout",3,"-","1","no","0"
8371,"SH",0,36.5,"cow-driven",2139,0,0,"-",1,"Cow kicks out/disrupts bout",34,"close_to_udder",3,"289","-","no","-"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"-",0,"Calf walks/moves away",60,"close_to_udder",3,"271","-","no","-"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"-",0,"Calf walks/moves away",24,"close_to_udder",3,"268","-","no","-"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",827,"suckling_bout",3,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",603,0,0,"-",0,"Cow kicks out/disrupts bout",35,"close_to_udder",6,"11","-","no","-"
8371,"SH",0,36.5,"cow-driven",2130,0,0,"B",0,"Cow walks/moves away",202,"suckling_bout",6,"-","1","no","0"
8371,"SH",0,36.5,"cow-driven",2126,0,0,"-",0,"Cow walks/moves away",21,"close_to_udder",6,"2","-","no","-"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Cow walks/moves away",962,"suckling_bout",6,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",832,"suckling_bout",6,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",745,"suckling_bout",6,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",839,"suckling_bout",9,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Cow walks/moves away",710,"suckling_bout",9,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",559,"suckling_bout",9,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"S",0,"Calf walks/moves away",536,"suckling_bout",9,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Cow walks/moves away",734,"suckling_bout",12,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",775,"suckling_bout",12,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",611,"suckling_bout",12,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",411,"suckling_bout",15,"-","0","no","0"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"S",0,"Calf walks/moves away",584,"suckling_bout",15,"-","0","no","1"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"-",0,"Calf walks/moves away",62,"close_to_udder",15,"6","-","no","-"
8371,"SH",0,36.5,"cow-driven",2106,1,1,"R",0,"Calf walks/moves away",550,"suckling_bout",15,"-","0","no","1"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Calf walks/moves away",1041,"suckling_bout",3,"-","0","no","0"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Cow kicks out/disrupts bout",420,"suckling_bout",3,"-","0","no","0"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Calf walks/moves away",976,"suckling_bout",3,"-","0","no","1"
8374,"SH",0,44.3,"cow-driven",2126,0,1,"-",0,"Cow walks/moves away",55,"close_to_udder",3,"3","-","no","-"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Cow walks/moves away",966,"suckling_bout",3,"-","0","no","1"
8374,"SH",0,44.3,"cow-driven",504,0,0,"R",1,"Cow walks/moves away",556,"suckling_bout",6,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",2139,0,1,"-",0,"Cow walks/moves away",59,"close_to_udder",6,"0","-","no","-"
8374,"SH",0,44.3,"cow-driven",2114,0,1,"R",1,"Calf walks/moves away",1143,"suckling_bout",6,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",2140,0,1,"R",1,"Cow kicks out/disrupts bout",437,"suckling_bout",6,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",2106,0,0,"-",0,"Calf walks/moves away",104,"close_to_udder",6,"4","-","no","-"
8374,"SH",0,44.3,"cow-driven",2114,0,0,"R",1,"Cow walks/moves away",414,"suckling_bout",6,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Cow kicks out/disrupts bout",1385,"suckling_bout",6,"-","0","no","1"
8374,"SH",0,44.3,"cow-driven",757,0,0,"S",0,"Cow walks/moves away",526,"suckling_bout",9,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",2140,0,0,"-",0,"Calf walks/moves away",39,"close_to_udder",9,"399","-","no","-"
8374,"SH",0,44.3,"cow-driven",908,1,1,"R",0,"Calf walks/moves away",141,"suckling_bout",9,"-","0","no","0"
8374,"SH",0,44.3,"cow-driven",2127,0,1,"S",0,"Cow kicks out/disrupts bout",122,"suckling_bout",9,"-","1","no","0"
8374,"SH",0,44.3,"cow-driven",908,1,1,"S",0,"Calf walks/moves away",952,"suckling_bout",9,"-","0","no","0"
